DBN,School Name,Cohort Year,SWD # Total Cohort,SWD # Grads,SWD % Grads,SWD # Total Regents,SWD % Total Regents of Cohort,SWD # Advanced Regents,SWD % Advanced Regents of Cohort,SWD # Dropout,SWD % Dropout,Not SWD # Total Cohort,Not SWD # Grads,Not SWD % Grads,Not SWD # Total Regents,Not SWD % Total Regents of Cohort,Not SWD # Advanced Regents,Not SWD % Advanced Regents of Cohort,Not SWD # Dropout,Not SWD % Dropout
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2010,45.0,25,55.6,11,24.4,0,0.0,8,17.8,355.0,317,89.3,313,88.2,121,34.1,9,2.5
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2009,39.0,25,64.1,20,51.3,2,5.1,5,12.8,329.0,275,83.6,272,82.7,71,21.6,16,4.9
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2008,25.0,7,28.0,5,20.0,0,0.0,4,16.0,382.0,333,87.2,333,87.2,86,22.5,2,0.5
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2007,23.0,10,43.5,4,17.4,0,0.0,1,4.3,335.0,273,81.5,260,77.6,59,17.6,6,1.8
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2006,19.0,5,26.3,1,5.3,0,0.0,1,5.3,322.0,275,85.4,241,74.8,49,15.2,1,0.3
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2005,23.0,5,21.7,4,17.4,0,0.0,0,0.0,321.0,249,77.6,209,65.1,45,14.0,1,0.3
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2004,13.0,5,38.5,2,15.4,1,7.7,0,0.0,256.0,202,78.9,169,66.0,47,18.4,1,0.4
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2003,10.0,4,40.0,3,30.0,0,0.0,3,30.0,236.0,180,76.3,109,46.2,21,8.9,8,3.4
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2002,14.0,8,57.1,6,42.9,0,0.0,1,7.1,293.0,243,82.9,188,64.2,55,18.8,21,7.2
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,2001,10.0,3,30.0,1,10.0,0,0.0,1,10.0,297.0,232,78.1,202,68.0,52,17.5,27,9.1
02M422,QUEST TO LEARN,2017,20.0,13,65.0,13,65.0,6,30.0,3,15.0,62.0,53,85.5,53,85.5,31,50.0,3,4.8
02M422,QUEST TO LEARN,2016,24.0,15,62.5,15,62.5,1,4.2,2,8.3,54.0,41,75.9,41,75.9,19,35.2,3,5.6
02M422,QUEST TO LEARN,2015,26.0,18,69.2,12,46.2,0,0.0,4,15.4,55.0,48,87.3,48,87.3,4,7.3,1,1.8
02M422,QUEST TO LEARN,2014,30.0,22,73.3,19,63.3,1,3.3,1,3.3,49.0,41,83.7,41,83.7,7,14.3,3,6.1
02M422,QUEST TO LEARN,2013,24.0,17,70.8,9,37.5,0,0.0,1,4.2,54.0,47,87.0,47,87.0,7,13.0,0,0.0
02M422,QUEST TO LEARN,2012,21.0,14,66.7,12,57.1,0,0.0,2,9.5,57.0,44,77.2,42,73.7,9,15.8,3,5.3
02M422,QUEST TO LEARN,2011,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2017,19.0,13,68.4,12,63.2,0,0.0,3,15.8,74.0,68,91.9,68,91.9,25,33.8,2,2.7
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2016,17.0,12,70.6,12,70.6,0,0.0,2,11.8,103.0,88,85.4,88,85.4,14,13.6,5,4.9
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2015,19.0,9,47.4,2,10.5,0,0.0,5,26.3,131.0,103,78.6,102,77.9,10,7.6,4,3.1
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2014,25.0,11,44.0,7,28.0,0,0.0,2,8.0,86.0,68,79.1,61,70.9,4,4.7,7,8.1
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2013,32.0,10,31.3,2,6.3,0,0.0,7,21.9,121.0,91,75.2,83,68.6,5,4.1,8,6.6
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2012,31.0,13,41.9,5,16.1,0,0.0,6,19.4,131.0,97,74.0,84,64.1,11,8.4,15,11.5
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2011,31.0,9,29.0,3,9.7,0,0.0,4,12.9,131.0,88,67.2,81,61.8,2,1.5,11,8.4
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2010,26.0,10,38.5,4,15.4,0,0.0,3,11.5,121.0,76,62.8,72,59.5,4,3.3,9,7.4
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2009,26.0,7,26.9,4,15.4,0,0.0,5,19.2,118.0,78,66.1,74,62.7,6,5.1,9,7.6
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2008,31.0,12,38.7,5,16.1,0,0.0,7,22.6,124.0,71,57.3,70,56.5,10,8.1,10,8.1
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2007,26.0,13,50.0,9,34.6,1,3.8,7,26.9,125.0,93,74.4,76,60.8,11,8.8,5,4.0
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2006,27.0,11,40.7,3,11.1,0,0.0,9,33.3,117.0,67,57.3,55,47.0,9,7.7,14,12.0
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2005,25.0,5,20.0,1,4.0,0,0.0,9,36.0,118.0,67,56.8,24,20.3,0,0.0,18,15.3
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2004,23.0,4,17.4,1,4.3,0,0.0,6,26.1,128.0,86,67.2,44,34.4,10,7.8,23,18.0
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2003,20.0,9,45.0,1,5.0,0,0.0,2,10.0,150.0,88,58.7,45,30.0,2,1.3,25,16.7
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2002,12.0,3,25.0,1,8.3,0,0.0,4,33.3,109.0,81,74.3,46,42.2,19,17.4,15,13.8
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,2001,12.0,4,33.3,0,0.0,0,0.0,1,8.3,108.0,80,74.1,15,13.9,0,0.0,13,12.0
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2017,3.0,s,s,s,s,s,s,s,s,59.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2016,9.0,6,66.7,6,66.7,1,11.1,1,11.1,43.0,38,88.4,38,88.4,3,7.0,3,7.0
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2015,5.0,s,s,s,s,s,s,s,s,69.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2014,4.0,s,s,s,s,s,s,s,s,63.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2013,1.0,s,s,s,s,s,s,s,s,65.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2012,1.0,s,s,s,s,s,s,s,s,64.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2011,2.0,s,s,s,s,s,s,s,s,86.0,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2010,10.0,4,40.0,1,10.0,0,0.0,1,10.0,86.0,39,45.3,39,45.3,0,0.0,13,15.1
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2009,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2011,9.0,6,66.7,2,22.2,0,0.0,1,11.1,10.0,6,60.0,6,60.0,0,0.0,2,20.0
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2010,14.0,3,21.4,1,7.1,0,0.0,6,42.9,30.0,11,36.7,11,36.7,0,0.0,12,40.0
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2009,20.0,4,20.0,1,5.0,0,0.0,5,25.0,68.0,28,41.2,28,41.2,0,0.0,20,29.4
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2008,20.0,4,20.0,1,5.0,0,0.0,6,30.0,66.0,20,30.3,20,30.3,0,0.0,12,18.2
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2007,22.0,3,13.6,1,4.5,0,0.0,5,22.7,81.0,28,34.6,25,30.9,1,1.2,19,23.5
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2006,13.0,5,38.5,1,7.7,0,0.0,1,7.7,60.0,30,50.0,14,23.3,0,0.0,4,6.7
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2005,11.0,2,18.2,0,0.0,0,0.0,1,9.1,82.0,45,54.9,18,22.0,3,3.7,9,11.0
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2004,15.0,4,26.7,0,0.0,0,0.0,4,26.7,56.0,23,41.1,3,5.4,0,0.0,20,35.7
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2003,15.0,1,6.7,0,0.0,0,0.0,2,13.3,61.0,27,44.3,2,3.3,0,0.0,14,23.0
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2002,6.0,2,33.3,0,0.0,0,0.0,0,0.0,69.0,23,33.3,0,0.0,0,0.0,21,30.4
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,2001,3.0,s,s,s,s,s,s,s,s,72.0,s,s,s,s,s,s,s,s
02M432,MURRAY HILL ACADEMY,2017,17.0,15,88.2,12,70.6,0,0.0,1,5.9,58.0,46,79.3,46,79.3,5,8.6,2,3.4
02M432,MURRAY HILL ACADEMY,2016,18.0,14,77.8,3,16.7,0,0.0,2,11.1,66.0,56,84.8,56,84.8,2,3.0,4,6.1
02M432,MURRAY HILL ACADEMY,2015,12.0,7,58.3,3,25.0,0,0.0,2,16.7,58.0,39,67.2,38,65.5,2,3.4,6,10.3
02M432,MURRAY HILL ACADEMY,2014,21.0,12,57.1,3,14.3,1,4.8,3,14.3,46.0,33,71.7,32,69.6,0,0.0,4,8.7
02M432,MURRAY HILL ACADEMY,2013,16.0,11,68.8,3,18.8,0,0.0,1,6.3,48.0,40,83.3,39,81.3,1,2.1,3,6.3
02M432,MURRAY HILL ACADEMY,2012,17.0,4,23.5,1,5.9,0,0.0,3,17.6,65.0,51,78.5,50,76.9,5,7.7,6,9.2
02M432,MURRAY HILL ACADEMY,2011,19.0,15,78.9,5,26.3,0,0.0,1,5.3,60.0,35,58.3,35,58.3,1,1.7,14,23.3
02M432,MURRAY HILL ACADEMY,2010,24.0,16,66.7,4,16.7,0,0.0,2,8.3,73.0,47,64.4,47,64.4,6,8.2,9,12.3
02M432,MURRAY HILL ACADEMY,2009,6.0,0,0.0,0,0.0,0,0.0,2,33.3,31.0,10,32.3,10,32.3,0,0.0,7,22.6
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2017,31.0,29,93.5,29,93.5,2,6.5,2,6.5,80.0,66,82.5,66,82.5,5,6.3,8,10.0
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2016,27.0,22,81.5,21,77.8,1,3.7,0,0.0,86.0,77,89.5,77,89.5,2,2.3,3,3.5
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2015,25.0,20,80.0,13,52.0,0,0.0,1,4.0,84.0,62,73.8,58,69.0,0,0.0,6,7.1
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2014,24.0,10,41.7,5,20.8,0,0.0,7,29.2,85.0,60,70.6,50,58.8,0,0.0,9,10.6
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2013,31.0,22,71.0,10,32.3,0,0.0,4,12.9,90.0,57,63.3,48,53.3,0,0.0,10,11.1
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2012,21.0,16,76.2,5,23.8,0,0.0,2,9.5,103.0,84,81.6,63,61.2,0,0.0,1,1.0
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2011,23.0,12,52.2,3,13.0,0,0.0,0,0.0,94.0,64,68.1,62,66.0,0,0.0,5,5.3
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2010,15.0,13,86.7,7,46.7,0,0.0,0,0.0,82.0,72,87.8,69,84.1,0,0.0,0,0.0
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,2009,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2017,5.0,s,s,s,s,s,s,s,s,89.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2016,2.0,s,s,s,s,s,s,s,s,86.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2015,3.0,s,s,s,s,s,s,s,s,90.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2014,1.0,s,s,s,s,s,s,s,s,68.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2013,3.0,s,s,s,s,s,s,s,s,80.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2012,4.0,s,s,s,s,s,s,s,s,86.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2011,2.0,s,s,s,s,s,s,s,s,76.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2010,5.0,s,s,s,s,s,s,s,s,87.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2009,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,2008,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
02M439,MANHATTAN VILLAGE ACADEMY,2017,18.0,18,100.0,18,100.0,17,94.4,0,0.0,101.0,101,100.0,101,100.0,101,100.0,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2016,11.0,11,100.0,11,100.0,11,100.0,0,0.0,96.0,95,99.0,95,99.0,93,96.9,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2015,20.0,17,85.0,16,80.0,12,60.0,0,0.0,86.0,85,98.8,85,98.8,85,98.8,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2014,14.0,13,92.9,13,92.9,11,78.6,0,0.0,111.0,111,100.0,111,100.0,109,98.2,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2013,13.0,12,92.3,12,92.3,11,84.6,0,0.0,76.0,74,97.4,74,97.4,74,97.4,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2012,8.0,8,100.0,8,100.0,6,75.0,0,0.0,87.0,86,98.9,86,98.9,85,97.7,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2011,8.0,8,100.0,7,87.5,5,62.5,0,0.0,73.0,71,97.3,71,97.3,70,95.9,1,1.4
02M439,MANHATTAN VILLAGE ACADEMY,2010,8.0,7,87.5,7,87.5,3,37.5,0,0.0,106.0,106,100.0,106,100.0,95,89.6,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2009,9.0,9,100.0,9,100.0,6,66.7,0,0.0,104.0,96,92.3,96,92.3,84,80.8,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2008,11.0,9,81.8,8,72.7,3,27.3,0,0.0,89.0,88,98.9,88,98.9,67,75.3,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2007,13.0,11,84.6,9,69.2,1,7.7,0,0.0,77.0,76,98.7,76,98.7,47,61.0,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2006,10.0,8,80.0,6,60.0,2,20.0,0,0.0,100.0,100,100.0,100,100.0,43,43.0,0,0.0
02M439,MANHATTAN VILLAGE ACADEMY,2005,4.0,s,s,s,s,s,s,s,s,70.0,s,s,s,s,s,s,s,s
02M439,MANHATTAN VILLAGE ACADEMY,2004,3.0,s,s,s,s,s,s,s,s,84.0,s,s,s,s,s,s,s,s
02M439,MANHATTAN VILLAGE ACADEMY,2003,9.0,6,66.7,2,22.2,0,0.0,0,0.0,77.0,70,90.9,54,70.1,3,3.9,2,2.6
02M439,MANHATTAN VILLAGE ACADEMY,2002,19.0,8,42.1,3,15.8,0,0.0,0,0.0,61.0,52,85.2,44,72.1,0,0.0,1,1.6
02M439,MANHATTAN VILLAGE ACADEMY,2001,12.0,8,66.7,0,0.0,0,0.0,1,8.3,51.0,46,90.2,33,64.7,0,0.0,0,0.0
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2008,26.0,3,11.5,0,0.0,0,0.0,7,26.9,152.0,59,38.8,58,38.2,0,0.0,44,28.9
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,39.0,7,17.9,1,2.6,0,0.0,15,38.5,253.0,77,30.4,52,20.6,7,2.8,68,26.9
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,53.0,6,11.3,1,1.9,0,0.0,11,20.8,312.0,133,42.6,72,23.1,8,2.6,57,18.3
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2005,57.0,18,31.6,2,3.5,0,0.0,12,21.1,343.0,186,54.2,83,24.2,10,2.9,43,12.5
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2004,53.0,9,17.0,0,0.0,0,0.0,15,28.3,364.0,192,52.7,54,14.8,19,5.2,63,17.3
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2003,42.0,7,16.7,0,0.0,0,0.0,10,23.8,365.0,124,34.0,41,11.2,16,4.4,82,22.5
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2002,45.0,3,6.7,0,0.0,0,0.0,11,24.4,465.0,207,44.5,102,21.9,34,7.3,77,16.6
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2001,69.0,17,24.6,1,1.4,0,0.0,25,36.2,446.0,248,55.6,120,26.9,44,9.9,84,18.8
02M445,SEWARD PARK HS,2002,27.0,6,22.2,0,0.0,0,0.0,11,40.7,174.0,111,63.8,45,25.9,0,0.0,51,29.3
02M445,SEWARD PARK HS,2001,86.0,2,2.3,0,0.0,0,0.0,45,52.3,243.0,103,42.4,34,14.0,0,0.0,64,26.3
02M445,SEWARD PARK HS,2005,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M445,SEWARD PARK HS,2004,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M445,SEWARD PARK HS,2003,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
02M449,VANGUARD HIGH SCHOOL,2017,25.0,13,52.0,13,52.0,0,0.0,2,8.0,77.0,51,66.2,51,66.2,0,0.0,5,6.5
02M449,VANGUARD HIGH SCHOOL,2016,31.0,22,71.0,22,71.0,0,0.0,2,6.5,78.0,63,80.8,63,80.8,0,0.0,1,1.3
02M449,VANGUARD HIGH SCHOOL,2015,23.0,14,60.9,12,52.2,0,0.0,5,21.7,76.0,62,81.6,62,81.6,0,0.0,3,3.9
02M449,VANGUARD HIGH SCHOOL,2014,24.0,15,62.5,15,62.5,0,0.0,5,20.8,98.0,74,75.5,74,75.5,0,0.0,4,4.1
02M449,VANGUARD HIGH SCHOOL,2013,26.0,7,26.9,7,26.9,0,0.0,8,30.8,79.0,69,87.3,69,87.3,0,0.0,3,3.8
02M449,VANGUARD HIGH SCHOOL,2012,18.0,6,33.3,6,33.3,0,0.0,6,33.3,83.0,59,71.1,59,71.1,0,0.0,7,8.4
02M449,VANGUARD HIGH SCHOOL,2011,21.0,8,38.1,8,38.1,0,0.0,6,28.6,94.0,74,78.7,74,78.7,0,0.0,5,5.3
02M449,VANGUARD HIGH SCHOOL,2010,25.0,14,56.0,11,44.0,0,0.0,4,16.0,86.0,69,80.2,69,80.2,0,0.0,8,9.3
02M449,VANGUARD HIGH SCHOOL,2009,26.0,14,53.8,14,53.8,0,0.0,3,11.5,69.0,50,72.5,50,72.5,0,0.0,4,5.8
02M449,VANGUARD HIGH SCHOOL,2008,14.0,5,35.7,5,35.7,0,0.0,4,28.6,76.0,54,71.1,54,71.1,0,0.0,5,6.6
02M449,VANGUARD HIGH SCHOOL,2007,15.0,7,46.7,7,46.7,0,0.0,1,6.7,75.0,51,68.0,50,66.7,0,0.0,7,9.3
02M449,VANGUARD HIGH SCHOOL,2006,18.0,5,27.8,3,16.7,0,0.0,2,11.1,71.0,35,49.3,35,49.3,0,0.0,1,1.4
02M449,VANGUARD HIGH SCHOOL,2005,8.0,4,50.0,2,25.0,0,0.0,0,0.0,68.0,56,82.4,54,79.4,0,0.0,0,0.0
02M449,VANGUARD HIGH SCHOOL,2004,17.0,4,23.5,2,11.8,0,0.0,1,5.9,51.0,28,54.9,28,54.9,0,0.0,4,7.8
02M449,VANGUARD HIGH SCHOOL,2003,9.0,5,55.6,1,11.1,0,0.0,1,11.1,52.0,35,67.3,26,50.0,0,0.0,8,15.4
02M449,VANGUARD HIGH SCHOOL,2002,6.0,4,66.7,0,0.0,0,0.0,0,0.0,33.0,22,66.7,0,0.0,0,0.0,7,21.2
02M449,VANGUARD HIGH SCHOOL,2001,13.0,10,76.9,1,7.7,0,0.0,2,15.4,77.0,38,49.4,17,22.1,0,0.0,8,10.4
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2017,1.0,s,s,s,s,s,s,s,s,71.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2016,2.0,s,s,s,s,s,s,s,s,79.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2015,3.0,s,s,s,s,s,s,s,s,90.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2014,3.0,s,s,s,s,s,s,s,s,70.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2013,3.0,s,s,s,s,s,s,s,s,69.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2012,3.0,s,s,s,s,s,s,s,s,79.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2011,2.0,s,s,s,s,s,s,s,s,68.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2010,1.0,s,s,s,s,s,s,s,s,65.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2009,,,,,,,,,,71.0,40,56.3,40,56.3,0,0.0,4,5.6
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2008,1.0,s,s,s,s,s,s,s,s,65.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2007,1.0,s,s,s,s,s,s,s,s,64.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2006,,,,,,,,,,69.0,38,55.1,38,55.1,0,0.0,5,7.2
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2005,,,,,,,,,,68.0,36,52.9,34,50.0,0,0.0,7,10.3
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2004,1.0,s,s,s,s,s,s,s,s,65.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2003,1.0,s,s,s,s,s,s,s,s,90.0,s,s,s,s,s,s,s,s
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2002,,,,,,,,,,55.0,33,60.0,0,0.0,0,0.0,4,7.3
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,2001,1.0,s,s,s,s,s,s,s,s,52.0,s,s,s,s,s,s,s,s
02M460,WASHINGTON IRVING HS,2011,27.0,7,25.9,2,7.4,0,0.0,13,48.1,58.0,36,62.1,36,62.1,0,0.0,13,22.4
02M460,WASHINGTON IRVING HS,2010,40.0,5,12.5,4,10.0,0,0.0,14,35.0,137.0,65,47.4,65,47.4,1,0.7,37,27.0
02M460,WASHINGTON IRVING HS,2009,44.0,5,11.4,4,9.1,0,0.0,13,29.5,228.0,98,43.0,98,43.0,2,0.9,48,21.1
02M460,WASHINGTON IRVING HS,2008,61.0,7,11.5,4,6.6,0,0.0,27,44.3,287.0,123,42.9,120,41.8,4,1.4,66,23.0
02M460,WASHINGTON IRVING HS,2007,61.0,17,27.9,8,13.1,0,0.0,27,44.3,346.0,171,49.4,155,44.8,9,2.6,95,27.5
02M460,WASHINGTON IRVING HS,2006,67.0,14,20.9,4,6.0,0,0.0,25,37.3,376.0,216,57.4,173,46.0,12,3.2,93,24.7
02M460,WASHINGTON IRVING HS,2005,82.0,10,12.2,1,1.2,0,0.0,32,39.0,353.0,149,42.2,83,23.5,5,1.4,113,32.0
02M460,WASHINGTON IRVING HS,2004,81.0,8,9.9,0,0.0,0,0.0,31,38.3,507.0,207,40.8,99,19.5,23,4.5,113,22.3
02M460,WASHINGTON IRVING HS,2003,71.0,8,11.3,1,1.4,0,0.0,24,33.8,552.0,258,46.7,141,25.5,18,3.3,117,21.2
02M460,WASHINGTON IRVING HS,2002,37.0,2,5.4,1,2.7,0,0.0,14,37.8,596.0,286,48.0,123,20.6,4,0.7,126,21.1
02M460,WASHINGTON IRVING HS,2001,42.0,6,14.3,3,7.1,0,0.0,26,61.9,520.0,237,45.6,90,17.3,23,4.4,128,24.6
02M475,STUYVESANT HIGH SCHOOL,2017,3.0,s,s,s,s,s,s,s,s,806.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2016,4.0,s,s,s,s,s,s,s,s,835.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2015,,,,,,,,,,821.0,797,97.1,797,97.1,769,93.7,2,0.2
02M475,STUYVESANT HIGH SCHOOL,2014,3.0,s,s,s,s,s,s,s,s,820.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2013,6.0,4,66.7,4,66.7,4,66.7,0,0.0,829.0,800,96.5,800,96.5,799,96.4,1,0.1
02M475,STUYVESANT HIGH SCHOOL,2012,5.0,s,s,s,s,s,s,s,s,795.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2011,5.0,s,s,s,s,s,s,s,s,797.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2010,5.0,s,s,s,s,s,s,s,s,812.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2009,5.0,s,s,s,s,s,s,s,s,833.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2008,3.0,s,s,s,s,s,s,s,s,807.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2007,1.0,s,s,s,s,s,s,s,s,783.0,s,s,s,s,s,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2006,2.0,s,s,s,s,s,s,s,s,785.0,s,s,s,s,s,s,s,s
